donor_id,donation_type,available_quantity,location_donor,Trust_Score,availability
625,علاج,2,الجيزة,77,خلال أسبوع
626,علاج,8,أسوان,91,غدا
627,لبس,14,المنصورة,53,خلال أسبوع
628,علاج,14,أسوان,85,اليوم
629,علاج,11,المنصورة,58,خلال أسبوع
630,علاج,8,القاهرة,43,خلال أسبوع
631,أكل,11,الإسكندرية,61,اليوم
632,أكل,3,الجيزة,88,خلال أسبوع
633,أكل,9,الإسكندرية,88,اليوم
634,علاج,10,القاهرة,79,غدا
635,علاج,12,القاهرة,49,خلال أسبوع
636,علاج,14,بورسعيد,75,اليوم
637,لبس,8,الجيزة,66,غدا
638,علاج,3,أسوان,89,خلال أسبوع
639,علاج,11,المنصورة,40,خلال أسبوع
640,علاج,1,بورسعيد,71,خلال أسبوع
641,علاج,9,طنطا,98,خلال أسبوع
642,علاج,4,الإسكندرية,42,غدا
643,علاج,15,بورسعيد,57,خلال أسبوع
644,علاج,11,طنطا,71,خلال أسبوع
645,علاج,14,طنطا,99,خلال أسبوع
646,علاج,6,القاهرة,94,غدا
647,لبس,13,طنطا,65,غدا
648,علاج,8,طنطا,63,خلال أسبوع
649,علاج,9,الإسكندرية,72,اليوم
650,لبس,8,المنصورة,76,غدا
651,علاج,5,أسوان,88,اليوم
652,علاج,7,الإسكندرية,65,خلال أسبوع
653,علاج,3,طنطا,82,خلال أسبوع
654,لبس,8,بورسعيد,55,اليوم
655,أكل,8,الأقصر,89,اليوم
656,علاج,6,الجيزة,67,خلال أسبوع
657,علاج,3,الأقصر,69,خلال أسبوع
658,لبس,2,الإسكندرية,61,خلال أسبوع
659,علاج,13,القاهرة,43,خلال أسبوع
660,علاج,12,طنطا,78,اليوم
661,علاج,7,بورسعيد,53,غدا
662,علاج,6,طنطا,50,خلال أسبوع
663,علاج,15,بورسعيد,71,خلال أسبوع
664,لبس,13,بورسعيد,46,اليوم
665,علاج,8,القاهرة,40,خلال أسبوع
666,لبس,3,بورسعيد,56,اليوم
667,علاج,1,الأقصر,52,اليوم
668,علاج,2,أسوان,74,غدا
669,علاج,13,الجيزة,48,غدا
670,علاج,11,القاهرة,57,خلال أسبوع
671,أكل,10,أسوان,88,خلال أسبوع
672,علاج,7,طنطا,74,اليوم
673,علاج,5,أسوان,94,خلال أسبوع
674,لبس,12,الإسكندرية,46,غدا
675,علاج,9,بورسعيد,69,خلال أسبوع
676,علاج,5,القاهرة,60,اليوم
677,علاج,14,المنصورة,52,خلال أسبوع
678,علاج,9,أسوان,79,غدا
679,علاج,9,المنصورة,80,خلال أسبوع
680,علاج,8,المنصورة,98,خلال أسبوع
681,علاج,11,بورسعيد,45,خلال أسبوع
682,علاج,3,الجيزة,78,خلال أسبوع
683,علاج,7,أسوان,91,غدا
684,علاج,12,القاهرة,48,غدا
685,علاج,7,طنطا,80,خلال أسبوع
686,علاج,8,بورسعيد,59,غدا
687,أكل,14,الأقصر,93,خلال أسبوع
688,علاج,7,بورسعيد,49,خلال أسبوع
689,علاج,10,الجيزة,96,خلال أسبوع
690,علاج,6,الإسكندرية,59,اليوم
691,علاج,3,الجيزة,60,غدا
692,علاج,15,المنصورة,58,اليوم
693,علاج,4,الأقصر,79,غدا
694,أكل,4,أسوان,60,خلال أسبوع
695,لبس,7,أسوان,52,اليوم
696,علاج,8,بورسعيد,42,اليوم
697,أكل,1,الإسكندرية,87,غدا
698,علاج,7,بورسعيد,83,خلال أسبوع
699,علاج,7,المنصورة,53,خلال أسبوع
700,علاج,12,بورسعيد,58,خلال أسبوع
701,علاج,4,الجيزة,67,خلال أسبوع
702,أكل,10,الجيزة,42,خلال أسبوع
703,علاج,9,طنطا,65,خلال أسبوع
704,علاج,8,بورسعيد,94,خلال أسبوع
705,لبس,5,المنصورة,89,خلال أسبوع
706,علاج,4,المنصورة,72,غدا
707,علاج,5,الجيزة,70,غدا
708,علاج,1,بورسعيد,71,اليوم
709,علاج,11,أسوان,80,خلال أسبوع
710,لبس,6,المنصورة,92,اليوم
711,علاج,7,الأقصر,56,غدا
712,علاج,9,المنصورة,89,خلال أسبوع
713,علاج,6,الإسكندرية,72,خلال أسبوع
714,لبس,7,طنطا,62,اليوم
715,علاج,9,الأقصر,87,غدا
716,علاج,9,بورسعيد,68,غدا
717,لبس,1,طنطا,72,غدا
718,علاج,1,طنطا,50,خلال أسبوع
719,علاج,4,القاهرة,72,خلال أسبوع
720,علاج,7,الأقصر,65,خلال أسبوع
721,لبس,15,أسوان,59,اليوم
722,علاج,7,أسوان,51,اليوم
723,علاج,6,طنطا,42,اليوم
724,أكل,1,القاهرة,53,غدا
725,علاج,5,طنطا,67,اليوم
726,أكل,4,المنصورة,65,غدا
727,علاج,7,الجيزة,82,خلال أسبوع
728,أكل,3,الإسكندرية,47,خلال أسبوع
729,علاج,10,بورسعيد,84,خلال أسبوع
730,علاج,12,بورسعيد,80,خلال أسبوع
731,أكل,13,الأقصر,47,غدا
732,علاج,4,بورسعيد,63,اليوم
733,علاج,12,طنطا,40,اليوم
734,لبس,6,القاهرة,89,اليوم
735,لبس,13,المنصورة,52,خلال أسبوع
736,أكل,2,الإسكندرية,94,غدا
737,أكل,9,الجيزة,98,غدا
738,علاج,12,الجيزة,78,غدا
739,علاج,2,بورسعيد,98,غدا
740,لبس,1,أسوان,61,اليوم
741,علاج,14,بورسعيد,93,خلال أسبوع
742,علاج,2,طنطا,90,خلال أسبوع
743,علاج,1,القاهرة,81,غدا
744,علاج,14,بورسعيد,85,اليوم
745,لبس,1,المنصورة,98,خلال أسبوع
746,علاج,2,الإسكندرية,77,اليوم
747,أكل,13,بورسعيد,57,خلال أسبوع
748,علاج,1,الأقصر,42,خلال أسبوع
749,علاج,14,الجيزة,99,غدا
750,علاج,9,أسوان,64,اليوم
751,لبس,9,القاهرة,64,غدا
752,علاج,15,الإسكندرية,97,غدا
753,علاج,1,الجيزة,98,اليوم
754,لبس,2,المنصورة,60,غدا
755,علاج,2,الجيزة,75,غدا
756,أكل,9,الجيزة,97,اليوم
757,علاج,14,بورسعيد,95,خلال أسبوع
758,علاج,4,طنطا,51,غدا
759,علاج,9,طنطا,77,خلال أسبوع
760,علاج,13,الإسكندرية,54,اليوم
761,لبس,10,طنطا,75,خلال أسبوع
762,علاج,10,الجيزة,94,اليوم
763,علاج,11,الجيزة,76,غدا
764,لبس,6,القاهرة,62,اليوم
765,علاج,13,القاهرة,93,اليوم
766,علاج,2,طنطا,90,غدا
767,علاج,13,القاهرة,56,غدا
768,أكل,15,الجيزة,84,خلال أسبوع
769,لبس,1,بورسعيد,57,غدا
770,لبس,5,أسوان,41,غدا
771,علاج,13,أسوان,93,خلال أسبوع
772,علاج,12,المنصورة,56,غدا
773,علاج,9,بورسعيد,83,خلال أسبوع
774,لبس,10,القاهرة,71,غدا
775,لبس,2,الأقصر,49,خلال أسبوع
776,أكل,5,الأقصر,69,خلال أسبوع
777,علاج,6,بورسعيد,83,خلال أسبوع
778,علاج,7,طنطا,78,اليوم
779,علاج,1,الجيزة,65,غدا
780,علاج,11,طنطا,47,خلال أسبوع
781,علاج,7,أسوان,77,اليوم
782,علاج,3,المنصورة,64,اليوم
783,علاج,3,الجيزة,67,اليوم
784,علاج,9,الإسكندرية,57,غدا
785,علاج,13,الإسكندرية,70,خلال أسبوع
786,علاج,6,طنطا,50,غدا
787,علاج,5,القاهرة,50,اليوم
788,علاج,4,الجيزة,85,اليوم
789,لبس,3,بورسعيد,61,اليوم
790,علاج,14,القاهرة,40,خلال أسبوع
791,علاج,14,الأقصر,78,غدا
792,علاج,2,أسوان,94,اليوم
793,أكل,11,بورسعيد,98,خلال أسبوع
794,علاج,13,الجيزة,52,خلال أسبوع
795,لبس,6,طنطا,41,غدا
796,علاج,5,الإسكندرية,55,غدا
797,علاج,12,المنصورة,40,خلال أسبوع
798,علاج,5,الأقصر,96,خلال أسبوع
799,أكل,13,الأقصر,98,خلال أسبوع
800,لبس,14,القاهرة,91,خلال أسبوع
801,علاج,5,بورسعيد,83,خلال أسبوع
802,علاج,13,الإسكندرية,84,غدا
803,أكل,15,الجيزة,67,خلال أسبوع
804,أكل,4,المنصورة,79,خلال أسبوع
805,علاج,2,الجيزة,81,اليوم
806,علاج,7,القاهرة,95,غدا
807,لبس,8,طنطا,91,اليوم
808,لبس,9,المنصورة,68,غدا
809,علاج,4,الأقصر,72,خلال أسبوع
810,علاج,12,القاهرة,92,خلال أسبوع
811,لبس,5,الإسكندرية,48,خلال أسبوع
812,لبس,2,الجيزة,97,غدا
813,علاج,13,الإسكندرية,75,اليوم
814,علاج,5,أسوان,63,اليوم
815,علاج,3,الأقصر,50,اليوم
816,علاج,8,طنطا,64,غدا
817,علاج,3,المنصورة,59,غدا
818,علاج,8,الجيزة,86,خلال أسبوع
819,علاج,8,أسوان,53,اليوم
820,علاج,15,طنطا,75,غدا
821,أكل,6,الإسكندرية,65,اليوم
822,علاج,1,المنصورة,93,غدا
823,لبس,13,الأقصر,54,اليوم
824,أكل,13,طنطا,45,غدا
825,علاج,10,المنصورة,99,غدا
826,علاج,5,الأقصر,99,اليوم
827,علاج,13,المنصورة,46,اليوم
828,علاج,4,بورسعيد,96,غدا
829,علاج,10,طنطا,93,خلال أسبوع
830,أكل,1,القاهرة,87,اليوم
831,علاج,5,الأقصر,78,خلال أسبوع
832,علاج,12,أسوان,92,خلال أسبوع
833,علاج,2,الجيزة,93,غدا
834,أكل,12,الإسكندرية,47,غدا
835,علاج,8,الأقصر,53,غدا
836,علاج,3,المنصورة,97,خلال أسبوع
837,علاج,4,الجيزة,50,اليوم
838,علاج,6,الأقصر,75,اليوم
839,لبس,8,بورسعيد,83,اليوم
840,علاج,15,بورسعيد,91,غدا
841,لبس,8,المنصورة,86,غدا
842,علاج,1,بورسعيد,65,غدا
843,علاج,1,القاهرة,83,غدا
844,علاج,3,أسوان,47,اليوم
845,علاج,3,الجيزة,77,اليوم
846,علاج,3,المنصورة,75,غدا
847,علاج,5,بورسعيد,78,اليوم
848,لبس,12,أسوان,81,خلال أسبوع
849,علاج,11,القاهرة,97,غدا
850,علاج,1,الأقصر,74,غدا
851,علاج,4,الأقصر,81,غدا
852,علاج,13,الأقصر,77,خلال أسبوع
853,علاج,11,الأقصر,95,غدا
854,علاج,5,الإسكندرية,47,اليوم
855,علاج,8,الجيزة,70,خلال أسبوع
856,علاج,12,بورسعيد,90,غدا
857,علاج,2,الجيزة,84,غدا
858,علاج,6,أسوان,87,خلال أسبوع
859,لبس,10,الأقصر,50,اليوم
860,علاج,10,بورسعيد,98,اليوم
861,علاج,15,طنطا,61,خلال أسبوع
862,علاج,7,المنصورة,67,خلال أسبوع
863,علاج,6,بورسعيد,63,خلال أسبوع
864,علاج,14,الأقصر,45,غدا
865,أكل,10,أسوان,54,خلال أسبوع
866,علاج,9,المنصورة,51,غدا
867,علاج,4,الأقصر,83,غدا
868,لبس,14,القاهرة,42,اليوم
869,علاج,10,الجيزة,61,غدا
870,لبس,5,طنطا,87,اليوم
871,علاج,10,الإسكندرية,88,اليوم
872,علاج,1,الجيزة,40,خلال أسبوع
873,أكل,13,طنطا,89,غدا
874,علاج,1,الأقصر,93,خلال أسبوع
875,علاج,2,أسوان,97,خلال أسبوع
876,علاج,15,القاهرة,64,غدا
877,علاج,8,بورسعيد,64,غدا
878,علاج,11,طنطا,47,اليوم
879,علاج,3,طنطا,59,اليوم
880,أكل,6,طنطا,76,خلال أسبوع
881,لبس,15,أسوان,79,غدا
882,علاج,6,أسوان,98,خلال أسبوع
883,علاج,3,المنصورة,69,اليوم
884,علاج,6,الأقصر,83,خلال أسبوع
885,علاج,8,بورسعيد,80,اليوم
886,أكل,14,طنطا,72,غدا
887,علاج,12,طنطا,88,اليوم
888,لبس,11,طنطا,52,غدا
889,علاج,14,الأقصر,93,اليوم
890,علاج,5,الأقصر,96,خلال أسبوع
891,علاج,4,الأقصر,71,غدا
892,علاج,15,أسوان,78,غدا
893,لبس,9,المنصورة,81,خلال أسبوع
894,علاج,5,الأقصر,68,خلال أسبوع
895,لبس,14,بورسعيد,57,غدا
896,علاج,1,الإسكندرية,56,اليوم
897,علاج,8,الإسكندرية,78,خلال أسبوع
898,علاج,5,طنطا,60,غدا
899,لبس,6,القاهرة,55,غدا
900,علاج,14,القاهرة,89,غدا
901,لبس,4,بورسعيد,52,خلال أسبوع
902,علاج,10,بورسعيد,51,خلال أسبوع
903,علاج,7,طنطا,59,خلال أسبوع
904,علاج,15,الأقصر,91,اليوم
905,علاج,4,القاهرة,91,غدا
906,أكل,12,طنطا,53,اليوم
907,أكل,6,الجيزة,42,خلال أسبوع
908,لبس,9,بورسعيد,95,خلال أسبوع
909,علاج,7,بورسعيد,52,خلال أسبوع
910,لبس,11,الأقصر,57,خلال أسبوع
911,علاج,1,بورسعيد,53,اليوم
912,علاج,10,المنصورة,56,اليوم
913,علاج,13,القاهرة,85,خلال أسبوع
914,أكل,15,الجيزة,41,اليوم
915,علاج,1,المنصورة,91,خلال أسبوع
916,علاج,6,الجيزة,65,غدا
917,علاج,15,المنصورة,70,خلال أسبوع
918,علاج,9,الجيزة,55,اليوم
919,لبس,5,بورسعيد,96,غدا
920,لبس,5,المنصورة,73,خلال أسبوع
921,أكل,13,أسوان,82,خلال أسبوع
922,علاج,1,الإسكندرية,88,غدا
923,علاج,14,المنصورة,61,خلال أسبوع
924,علاج,2,الجيزة,100,اليوم
925,علاج,15,طنطا,99,اليوم
926,أكل,3,بورسعيد,71,غدا
927,علاج,11,الأقصر,83,اليوم
928,علاج,15,بورسعيد,71,غدا
929,أكل,6,القاهرة,71,خلال أسبوع
930,علاج,13,طنطا,94,خلال أسبوع
931,أكل,14,طنطا,57,اليوم
932,علاج,9,بورسعيد,88,خلال أسبوع
933,لبس,8,الأقصر,72,اليوم
934,لبس,9,أسوان,69,اليوم
935,علاج,5,القاهرة,95,غدا
936,علاج,8,الإسكندرية,72,اليوم
937,علاج,2,المنصورة,75,خلال أسبوع
938,علاج,13,الأقصر,55,خلال أسبوع
939,علاج,12,أسوان,87,خلال أسبوع
940,لبس,5,القاهرة,75,خلال أسبوع
941,لبس,12,بورسعيد,41,اليوم
942,أكل,8,أسوان,67,اليوم
943,علاج,7,القاهرة,47,خلال أسبوع
944,علاج,14,القاهرة,97,غدا
945,علاج,10,الأقصر,64,اليوم
946,علاج,14,أسوان,98,اليوم
947,لبس,5,القاهرة,55,اليوم
948,علاج,10,الجيزة,91,خلال أسبوع
949,علاج,11,الأقصر,53,اليوم
950,علاج,14,أسوان,53,غدا
951,أكل,1,الأقصر,48,اليوم
952,علاج,3,القاهرة,88,خلال أسبوع
953,علاج,13,القاهرة,59,خلال أسبوع
954,أكل,10,بورسعيد,98,اليوم
955,علاج,5,المنصورة,53,خلال أسبوع
956,علاج,10,طنطا,96,اليوم
957,علاج,3,الأقصر,93,خلال أسبوع
958,علاج,6,بورسعيد,73,اليوم
959,علاج,3,المنصورة,49,خلال أسبوع
960,علاج,7,الأقصر,94,اليوم
961,أكل,9,بورسعيد,51,غدا
962,علاج,11,طنطا,89,خلال أسبوع
963,علاج,2,أسوان,97,غدا
964,علاج,1,الجيزة,76,غدا
965,علاج,6,الأقصر,56,خلال أسبوع
966,علاج,2,أسوان,40,خلال أسبوع
967,علاج,5,الجيزة,96,خلال أسبوع
968,أكل,9,الإسكندرية,81,غدا
969,علاج,5,القاهرة,55,غدا
970,علاج,10,أسوان,62,غدا
971,علاج,6,أسوان,72,خلال أسبوع
972,علاج,13,الإسكندرية,82,اليوم
973,لبس,5,المنصورة,89,غدا
974,علاج,5,أسوان,76,غدا
975,علاج,2,الإسكندرية,53,خلال أسبوع
976,لبس,12,بورسعيد,70,خلال أسبوع
977,أكل,1,طنطا,43,خلال أسبوع
978,لبس,10,الأقصر,75,غدا
979,علاج,7,الجيزة,97,غدا
980,علاج,7,الإسكندرية,52,خلال أسبوع
981,علاج,11,المنصورة,47,اليوم
982,علاج,4,أسوان,97,اليوم
983,علاج,8,الأقصر,79,خلال أسبوع
984,لبس,2,الإسكندرية,98,غدا
985,علاج,8,طنطا,63,غدا
986,لبس,2,بورسعيد,57,اليوم
987,أكل,1,أسوان,58,غدا
988,علاج,13,الأقصر,62,غدا
989,لبس,15,طنطا,91,اليوم
990,علاج,11,بورسعيد,53,غدا
991,علاج,14,طنطا,66,خلال أسبوع
992,علاج,6,القاهرة,59,خلال أسبوع
993,أكل,9,طنطا,88,خلال أسبوع
994,علاج,2,المنصورة,45,خلال أسبوع
995,علاج,9,أسوان,89,اليوم
996,علاج,10,المنصورة,77,اليوم
997,علاج,7,القاهرة,89,خلال أسبوع
